-89,79,192
-19,62,76
-19,63,76
-19,63,76
-20,62,77
-20,63,77
-20,63,77
-19,62,72
-19,63,72
-19,63,72
-19,62,71
-19,63,71
-19,63,71
-19,62,70
-19,63,70
-19,63,70
-19,62,68
-19,63,68
-19,63,68
-26,62,140
-20,62,68
-20,63,68
-20,63,68
-20,62,67
-20,63,67
-20,63,67
-21,62,66
-21,63,66
-21,63,66
-22,62,67
-22,63,67
-22,63,67
-22,62,68
-22,63,68
-22,63,68
-21,62,68
-21,63,68
-21,63,68
-19,62,63
-19,63,63
-19,63,63
-19,62,64
-19,63,64
-19,63,64
-20,62,64
-20,63,64
-20,63,64
-21,62,64
-21,63,64
-21,63,64
-22,62,64
-22,63,64
-22,63,64
-23,62,64
-23,63,64
-23,63,64
-19,62,60
-19,63,60
-19,63,60
-19,62,59
-19,63,59
-19,63,59
-26,62,136
-19,62,58
-19,63,58
-19,63,58
-20,62,59
-20,63,59
-20,63,59
-21,62,59
-21,63,59
-21,63,59
-22,62,59
-22,63,59
-22,63,59
-23,62,59
-23,63,59
-23,63,59
-22,62,60
-22,63,60
-22,63,60
-27,62,142
-19,62,56
-19,63,56
-19,63,56
-20,62,55
-20,63,55
-20,63,55
-21,62,56
-21,63,56
-21,63,56
-22,62,56
-22,63,56
-22,63,56
-22,62,54
-22,63,54
-22,63,54
-21,62,54
-21,63,54
-21,63,54
-19,62,52
-19,63,52
-19,63,52
-19,62,51
-19,63,51
-19,63,51
-19,62,50
-19,63,50
-19,63,50
85,-32,51
-20,62,51
-20,63,51
-20,63,51
-21,62,51
-21,63,51
-21,63,51
-22,62,51
-22,63,51
-22,63,51
-23,62,51
-23,63,51
-23,63,51
-22,62,52
-22,63,52
-22,63,52
-19,62,48
-19,63,48
-19,63,48
-20,62,48
-20,63,48
-20,63,48
-21,62,48
-21,63,48
-21,63,48
-22,62,48
-22,63,48
-22,63,48
-22,62,47
-22,63,47
-22,63,47
-22,62,46
-22,63,46
-22,63,46
-21,62,45
-21,63,45
-21,63,45
-20,62,45
-20,63,45
-20,63,45
-19,62,45
-19,63,45
-19,63,45
-19,62,43
-19,63,43
-19,63,43
-19,62,42
-19,63,42
-19,63,42
-19,62,41
-19,63,41
-19,63,41
-19,62,39
-19,63,39
-19,63,39
-20,62,39
-20,63,39
-20,63,39
-21,62,39
-21,63,39
-21,63,39
-22,62,39
-22,63,39
-22,63,39
-23,62,39
-23,63,39
-23,63,39
85,-40,50
-121,83,78
-22,62,38
-22,63,38
-22,63,38
-21,62,37
-21,63,37
-21,63,37
-22,62,36
-22,63,36
-22,63,36
-23,62,35
-23,63,35
-23,63,35
-22,62,35
-22,63,35
-22,63,35
-21,62,35
-21,63,35
-21,63,35
-20,62,35
-20,63,35
-20,63,35
-19,62,35
-19,63,35
-19,63,35
-20,62,33
-20,63,33
-20,63,33
-22,62,33
-22,63,33
-22,63,33
-22,63,33
-21,63,33
-21,63,33
-19,62,32
-19,63,32
-19,63,32
-19,62,31
-19,63,31
-19,63,31
-19,62,30
-19,63,30
-19,63,30
-23,62,32
-23,63,32
-23,63,32
-23,62,31
-23,63,31
-23,63,31
-23,62,30
-23,63,30
-23,63,30
-19,62,28
-19,63,28
-19,63,28
-19,62,27
-19,63,27
-19,63,27
-19,62,26
-19,63,26
-19,63,26
-19,62,24
-19,63,24
-19,63,24
-19,62,23
-19,63,23
-19,63,23
-19,62,22
-19,63,22
-19,63,22
-20,62,21
-20,63,21
-20,63,21
-21,62,22
-21,63,22
-21,63,22
-21,62,23
-21,63,23
-21,63,23
-22,62,24
-22,63,24
-22,63,24
-23,62,23
-23,63,23
-23,63,23
-23,62,22
-23,63,22
-23,63,22
-23,62,21
-23,63,21
-23,63,21
-160,71,-74
-19,62,19
-19,63,19
-19,63,19
-20,62,19
-20,63,19
-20,63,19
-21,62,19
-21,63,19
-21,63,19
-22,62,19
-22,63,19
-22,63,19
-23,62,19
-23,63,19
-23,63,19
-22,62,18
-22,63,18
-22,63,18
-21,62,17
-21,63,17
-21,63,17
-22,62,16
-22,63,16
-22,63,16
-23,62,15
-23,63,15
-23,63,15
-22,62,15
-22,63,15
-22,63,15
-21,62,15
-21,63,15
-21,63,15
-20,62,15
-20,63,15
-20,63,15
-19,62,15
-19,63,15
-19,63,15
-19,62,13
-19,63,13
-19,63,13
-20,62,13
-20,63,13
-20,63,13
-21,62,13
-21,63,13
-21,63,13
-22,62,13
-22,63,13
-22,63,13
-23,62,13
-23,63,13
-23,63,13
-23,62,12
-23,63,12
-23,63,12
-23,62,11
-23,63,11
-23,63,11
-22,62,10
-22,63,10
-22,63,10
-21,62,11
-21,63,11
-21,63,11
-21,62,12
-21,63,12
-21,63,12
-23,62,8
-23,63,8
-23,63,8
-23,62,7
-23,63,7
-23,63,7
-22,62,7
-22,63,7
-22,63,7
-21,62,6
-21,63,6
-21,63,6
-20,62,7
-20,63,7
-20,63,7
-19,62,7
-19,63,7
-19,63,7
-19,62,8
-19,63,8
-19,63,8
74,-8,190
-14,62,143
-14,63,143
-14,63,143
-14,63,143
-14,64,143
-14,64,143
-14,64,143
-14,65,143
-14,65,143
-14,65,143
-14,66,143
-14,66,143
-14,62,149
-14,63,149
-14,63,149
-14,63,149
-14,64,149
-14,64,149
-14,64,149
-14,65,149
-14,65,149
-14,65,149
-14,66,149
-14,66,149
-107,-25,149
-21,62,149
-21,63,149
-21,63,149
-21,63,149
-21,64,149
-21,64,149
-21,64,149
-21,65,149
-21,65,149
-21,65,149
-21,66,149
-21,66,149
-21,62,143
-21,63,143
-21,63,143
-21,63,143
-21,64,143
-21,64,143
-21,64,143
-21,65,143
-21,65,143
-21,65,143
-21,66,143
-21,66,143
-14,66,143
-15,66,143
-15,66,143
-15,66,143
-16,66,143
-16,66,143
-16,66,143
-17,66,143
-17,66,143
-17,66,143
-18,66,143
-18,66,143
-18,66,143
-19,66,143
-19,66,143
-19,66,143
-20,66,143
-20,66,143
-21,66,149
-21,66,148
-21,66,148
-21,66,148
-21,66,147
-21,66,147
-21,66,147
-21,66,146
-21,66,146
-21,66,146
-21,66,145
-21,66,145
-21,66,145
-21,66,144
-21,66,144
-21,66,149
-20,66,149
-20,66,149
-20,66,149
-19,66,149
-19,66,149
-19,66,149
-18,66,149
-18,66,149
-18,66,149
-17,66,149
-17,66,149
-17,66,149
-16,66,149
-16,66,149
-16,66,149
-15,66,149
-15,66,149
-14,66,149
-14,66,148
-14,66,148
-15,66,149
-15,66,148
-15,66,148
-15,66,148
-14,66,148
-14,66,147
-14,66,147
-14,66,147
-14,66,146
-14,66,146
-14,66,146
-14,66,145
-14,66,145
-14,66,145
-14,66,144
-14,66,144
-14,62,146
-14,63,146
-14,63,146
-14,63,146
-14,64,146
-14,64,146
-14,64,146
-14,65,146
-14,65,146
-17,62,143
-17,63,143
-17,63,143
-17,63,143
-17,64,143
-17,64,143
-17,64,143
-17,65,143
-17,65,143
-21,62,146
-21,63,146
-21,63,146
-21,63,146
-21,64,146
-21,64,146
-21,64,146
-21,65,146
-21,65,146
-17,62,149
-17,63,149
-17,63,149
-17,63,149
-17,64,149
-17,64,149
-17,64,149
-17,65,149
-17,65,149
-18,62,149
-18,63,149
-18,63,149
-18,63,149
-18,64,149
-18,64,149
-18,64,149
-18,65,149
-18,65,149
-18,62,143
-18,63,143
-18,63,143
-18,63,143
-18,64,143
-18,64,143
-18,64,143
-18,65,143
-18,65,143
